线索来源,日期,车次/车牌/航班/场所名,出行类型,出发站,到达站,车厢,出行描述,开始时间,结束时间,提交时间,事件备注
 邢台发布 , 01-21 ,G520,  火车  ,汉口,石家庄,11号车厢,,1/21/2020 7:00,1/21/2020 10:15,2/3/2020 1:49,
 央视新闻 , 01-21 ,G1264,  火车  ,郑州东,齐齐哈尔市南站,11号车厢,,1/21/2020 8:09,1/21/2020 20:53,1/27/2020 17:23,
 人民日报 , 01-21 ,大同市70路公交车,  长途客车/大巴  ,大同火车站脑科医院附近,曹夫楼社区站,,,1/21/2020 0:00,1/21/2020 23:59,2/1/2020 20:30,
 央视新闻 , 01-21 ,南京地铁1号线,  地铁  ,南京南站,安德门站,,,1/21/2020 16:17,1/21/2020 16:30,1/27/2020 17:25,
 人民网 , 01-21 ,K1282,  火车  ,麻城,阜南,14号车厢,6号下铺，K1282/K1283,1/21/2020 8:14,1/21/2020 10:44,1/31/2020 22:11,
 人民日报 , 01-21 ,库尔勒市公交29路,  长途客车/大巴  ,库尔勒医药二级站,南铁大厦站,,车牌 新M02523D,1/21/2020 0:00,1/21/2020 23:59,2/1/2020 20:30,
 央视新闻 , 01-21 ,阳泉晋C06600D,  长途客车/大巴  ,阳泉北站,阳泉站,,,1/21/2020 16:54,1/21/2020 23:59,1/27/2020 17:26,
 陇南发布 , 01-21 ,D2694,  火车  ,兰州西站,天水南,7号车厢,,1/21/2020 16:46,1/21/2020 18:02,1/31/2020 22:11,
 人民日报 , 01-21 ,T123,  火车  ,武汉,衡阳,,,1/21/2020 23:23,1/22/2020 4:55,2/5/2020 12:27,
 央视新闻 , 01-21 ,K995,  火车  ,齐齐哈尔,牙克石,8号车厢,,1/21/2020 22:51,1/22/2020 4:37,1/27/2020 17:28,
 人民网 , 01-21 ,D2198,  火车  ,汉口,麻城,3号车厢,座位号6号，安徽阜阳，途径 金寨、六安、合肥南等，D2195/D2198,1/21/2020 6:45,1/21/2020 7:29,1/31/2020 22:11,
 央视新闻 , 01-21 ,CZ6513,  飞机  ,武汉,大连,,,1/21/2020 11:00,1/21/2020 23:59,1/27/2020 17:30,
 蓬莱市人民政府 , 01-21 ,鲁F29950,  长途客车/大巴  ,烟台火车站,打捞局客运站,,"21日10时30分乘坐从烟台汽车总站至打捞局客运站的免费大巴车,10时44分左右在烟台火车站乘坐免费大巴(鲁F29950)",1/21/2020 10:44,1/21/2020 11:00,1/31/2020 22:11,
 央视新闻 , 01-21 ,D7719,  火车  ,大连,丹东,4号车厢,,1/21/2020 13:50,1/21/2020 20:30,1/27/2020 17:33,
 沈阳晚报 , 01-21 ,JD5627,  飞机  ,武汉,沈阳,,座位34F,1/21/2020 13:45,1/21/2020 16:45,1/29/2020 22:17,
 人民日报 , 01-21 ,MU2621,  飞机  ,武汉,大同,,,1/21/2020 0:00,1/21/2020 23:59,1/29/2020 22:17,
 人民日报 , 01-21 ,ZH9388,  飞机  ,郑州,南宁,,,1/21/2020 0:00,1/21/2020 23:59,1/29/2020 22:17,
 济南市卫生健康委员会 , 01-21 ,G258,  火车  ,武汉,济南西,15号车厢,,1/21/2020 7:11,1/21/2020 12:22,2/3/2020 1:49,
 大众网淄博公众号 , 01-21 ,D3058,  火车  ,枝江北,汉口,8号车厢,8车18D,1/21/2020 0:00,1/21/2020 0:00,2/3/2020 1:49,
 大众网淄博公众号 , 01-21 ,K1198,  火车  ,汉口,淄博,4车厢,4车003号,1/21/2020 0:00,1/22/2020 0:00,2/3/2020 1:49,
 无线徐州 , 01-21 ,D3028,  火车  ,汉口,合肥南,4号车厢,座位06A、06B,1/21/2020 7:31,1/21/2020 9:58,2/4/2020 1:19,
 黑龙江省佳木斯市疾病预防控制中心 , 01-21 ,CA8943,  飞机  ,大连,佳木斯,,,1/21/2020 0:00,1/21/2020 23:59,1/27/2020 17:59,
 南昌高新区发布 , 01-21 ,D3286,  火车  ,武汉,南昌,16号车厢,,1/21/2020 10:50,1/21/2020 13:32,2/4/2020 1:19,
 宣城市卫生健康委员会 , 01-21 ,G1738,  火车  ,合肥南,南京南,7号车厢,座位09D,1/21/2020 10:31,1/21/2020 11:23,1/30/2020 13:48,
 广元市卫生健康委 , 01-21 ,G2217,  火车  ,郑州东,广元,7号车厢,,1/21/2020 9:08,1/21/2020 14:00,2/4/2020 1:19,
 宣城市卫生健康委员会 , 01-21 ,苏AE7216 班车,  长途客车/大巴  ,南京,郎溪,,,1/21/2020 12:20,1/21/2020 23:59,1/30/2020 13:50,
 钦州发布 , 01-21 ,G431,  火车  ,武汉,南宁东,13号车厢,,1/21/2020 7:06,1/21/2020 14:44,2/4/2020 1:19,
 平凉市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-21 ,G856,  火车  ,武汉,西安北,8号车厢,8号车厢06A座,1/21/2020 9:17,1/21/2020 14:20,1/30/2020 15:07,
 人民日报 , 01-21 ,G306,  火车  ,香港,武汉,,,1/21/2020 9:48,1/21/2020 14:50,2/4/2020 1:19,
 无线徐州 , 01-21 ,G9476,  火车  ,合肥南,徐州东,10号车厢,座位号08A/08B,1/21/2020 9:53,1/21/2020 15:47,2/4/2020 1:19,
 平凉市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-21 ,西安，地铁线路未知,  地铁  ,西安北,五路口,,,1/21/2020 14:30,1/21/2020 17:00,1/30/2020 15:13,
 平凉市新型冠状病毒感染的肺炎疫情联防联控领导小组办公室 , 01-21 ,华亭市 甘L52751,  长途客车/大巴  ,西安市汽车站,华亭市崇信县,大巴3号座,甘L52751次大巴3号座,1/21/2020 17:30,1/21/2020 21:30,1/30/2020 15:16,
 黑龙江卫视、大庆市疾病预防控制中心 , 01-21 ,G1275/G1278,  火车  ,武汉,哈尔滨西,12号车厢,座位4D号，大庆市让胡路区确诊,1/21/2020 7:55,1/21/2020 20:28,1/31/2020 22:11,
 人民日报 , 01-21 ,D615,  火车  ,汉口,成都东,5号车厢,,1/21/2020 0:00,1/21/2020 23:59,2/1/2020 20:30,
 平顶山卫健委 , 01-21 ,G524,  火车  ,汉口,漯河,16号车厢,16车厢05D,1/21/2020 15:20,1/21/2020 16:55,2/4/2020 1:19,
 人民日报 , 01-21 ,D1763,  火车  ,成都,宜宾西,10号车厢,,1/21/2020 12:37,1/21/2020 14:14,2/1/2020 20:30,
 广元市卫生健康委 , 01-21 ,K4541,  火车  ,汉口,南充,13号车厢,,1/21/2020 0:30,1/21/2020 17:43,2/4/2020 1:19,
 广元市卫生健康委 , 01-21 ,K2637,  火车  ,南充,苍溪,14号车厢,,1/21/2020 18:56,1/21/2020 20:53,2/4/2020 1:19,
 中国日报网 , 01-21 ,本溪28路公交车,  公交车  ,,站前站,,,1/21/2020 14:30,1/21/2020 23:59,1/27/2020 18:55,
 中国日报网 , 01-21 ,本溪16路公交车,  公交车  ,站前站,顺山车站,,,1/21/2020 0:00,1/21/2020 23:59,1/27/2020 18:56,
 广西壮族自治区新型冠状病毒感染的肺炎疫情防控工作领导小组指挥部 , 01-21 ,D3937,  火车  ,南宁,平果,7号车厢,座位014C号,1/21/2020 8:03,1/21/2020 9:30,1/30/2020 20:24,
 海南政法网 , 01-21 ,CZ6652,  飞机  ,武汉,海口,,,1/21/2020 0:00,1/21/2020 23:59,2/5/2020 12:27,
 中国日报网 , 01-21 ,本溪站前大商超市,  其它公共场所  ,,,,,1/21/2020 14:30,1/21/2020 23:59,1/27/2020 18:57,
 山东广播电视台闪电新闻客户端官方帐号 , 01-21 ,SC8734,  飞机  ,武汉,青岛流亭国际机场,,坐位号10E,1/21/2020 22:00,1/22/2020 0:00,1/27/2020 19:02,
 人民日报 , 01-21 ,微黄色7座商务车拼车（司机姓李，襄州区朱集镇人，联系电话:见原始新闻报道）,  长途客车/大巴  ,襄阳,南阳市新野县,,途径襄阳人民广场锦江之星,1/21/2020 12:00,1/21/2020 23:59,1/27/2020 19:09,
 央视网新闻 , 01-21 ,D3937,  火车  ,南宁,百色,7号车厢,"经百色市医疗机构诊断确诊,57名乘客在文山境内下车",1/21/2020 8:03,1/21/2020 9:30,1/27/2020 19:22,
 四川发布 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,14号车厢,座位：17号A,1/21/2020 10:36,1/21/2020 19:38,1/31/2020 10:09,
 四川发布 , 01-21 ,成都东火车站附近瑞峰公寓酒店,  其它公共场所  ,,,,,1/21/2020 19:38,1/22/2020 6:22,1/31/2020 10:11,
 新浪新闻 , 01-21 ,D5987,  火车  ,汉口,宜昌东,7号车厢9排D座,,1/21/2020 18:52,1/21/2020 20:41,1/27/2020 19:35,
 宜宾市卫生健康委员会 , 01-21 ,MU5431,  飞机  ,上海,重庆,,,1/21/2020 0:00,1/21/2020 23:59,1/31/2020 12:14,
 无线睢宁，睢宁县新型肺炎疫情防控工作指挥部办公室 , 01-21 ,苏C289YY,  出租车  ,,睢宁高铁站,,滴滴打车,1/21/2020 17:28,1/21/2020 23:59,2/5/2020 0:19,
 阿坝州新型冠状病毒感染的肺炎疫情防控指挥部 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,,阿坝输入性病例,1/21/2020 10:36,1/21/2020 19:38,1/31/2020 12:19,
 聊城发布 , 01-21 ,K974,  火车  ,汉口,聊城,,,1/21/2020 17:26,1/22/2020 7:47,1/31/2020 22:12,
 龙山县新型冠状病毒感染的肺炎疫情防控工作领导小组 , 01-21 ,D5756,  火车  ,武昌,恩施,11号车厢,,1/21/2020 10:20,1/21/2020 14:21,2/5/2020 18:42,
 人民日报 , 01-21 ,KY8232,  飞机  ,武汉,腾冲,,,1/21/2020 0:00,1/21/2020 23:59,2/1/2020 20:30,
 人民日报 , 01-21 ,Y87586,  飞机  ,武汉,海口,,,1/21/2020 0:00,1/21/2020 23:59,2/1/2020 20:30,
 资阳市雁江区新型冠状病毒感染的肺炎疫情防控指挥部 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,未知,资阳市雁江区确诊,1/21/2020 10:36,1/21/2020 19:38,1/31/2020 12:38,
 平顶山市卫生健康委员会 , 01-21 ,网约车,  出租车  ,漯河,平顶山,,,1/21/2020 17:30,1/21/2020 20:00,2/5/2020 0:19,
 化德县人民政府 , 01-21 ,北京地铁9号线转1号线,  地铁  ,北京西站,,,,1/21/2020 12:42,1/21/2020 23:59,2/5/2020 0:19,
 四川日报 , 01-21 ,MU2825,  飞机  ,南京,成都双流机场,,,1/21/2020 0:00,1/21/2020 23:59,2/6/2020 12:48,
 人民网 , 01-21 ,ZH8308,  飞机  ,襄阳,沈阳,,,1/21/2020 12:40,1/21/2020 19:20,2/4/2020 1:19,
 大渝网 , 01-21 ,D367,  火车  ,重庆北,合川,,,1/21/2020 14:56,1/21/2020 15:21,2/5/2020 0:19,
 云南发布 , 01-21 ,CZ3541,  飞机  ,武汉,昆明,,,1/21/2020 21:20,1/21/2020 23:59,2/4/2020 1:19,
 云南网 , 01-21 ,昆明车次：1831号，车牌号：云AR5306,  长途客车/大巴  ,昆明,腾冲,,,1/21/2020 21:40,1/22/2020 10:00,1/27/2020 20:14,
 玉溪发布 , 01-21 ,玉溪通海野山药腊排骨火锅延龄路店,  其它公共场所  ,,,,,1/21/2020 12:00,1/21/2020 23:59,2/3/2020 1:49,
 南昌新闻网 , 01-21 ,Z391,  火车  ,武昌,南昌西,17号车厢,,1/21/2020 10:45,1/21/2020 13:49,1/27/2020 20:21,
 海南省卫生健康委员会 , 01-21 ,K1803,  火车  ,武汉武昌,湛江,,,1/21/2020 9:38,1/22/2020 7:15,2/2/2020 1:11,
 宜都市新型冠状病毒感染的肺炎疫情防控指挥部 , 01-21 ,D5764,  火车  ,武昌,宜昌东,3号车厢,,1/21/2020 16:17,1/21/2020 18:28,2/2/2020 10:54,
 大众网 , 01-21 ,G258,  火车  ,武汉,济南西站,6号车厢,座位号6车6A,1/21/2020 7:11,1/21/2020 12:15,1/27/2020 20:37,
 人民网-四川频道 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,15车厢,,1/21/2020 10:36,1/21/2020 19:38,2/3/2020 1:49,
 资阳市雁江区新型冠状病毒感染的肺炎疫情防控指挥部 , 01-21 ,G2679,  火车  ,成都东站,资阳,3号车厢,,1/21/2020 21:20,1/21/2020 22:01,2/3/2020 1:49,
 中共大理市委宣传部 , 01-21 ,G1525,  火车  ,武汉,昆明南,9号车厢,,1/21/2020 8:41,1/21/2020 15:15,2/4/2020 1:26,
 资阳市雁江区新型冠状病毒感染的肺炎疫情防控指挥部 , 01-21 ,资阳浅深网咖家乐福店,  其它公共场所  ,,,,建设北路39号附12号,1/21/2020 22:01,1/22/2020 0:30,2/3/2020 1:49,
 中共大理市委宣传部 , 01-21 ,D8715,  火车  ,昆明南,大理,10号车厢,,1/21/2020 16:00,1/21/2020 18:01,2/4/2020 1:26,
 乌兰察布政府官网 , 01-21 ,G588,  火车  ,武汉,北京西,12号车厢,座位号为12车15B,1/21/2020 8:30,1/21/2020 12:42,2/4/2020 1:26,
 云南发布 , 01-21 ,D3960,  火车  ,昆明,楚雄,4号车厢,07C座位,1/21/2020 17:46,1/21/2020 18:50,2/4/2020 1:26,
 福安市疫情防控指挥部 , 01-21 ,福安市闽JY7296,  长途客车/大巴  ,福安市湾坞火车站,福安市汽车南站,,,1/21/2020 16:40,1/21/2020 17:10,1/27/2020 20:52,
 新湖南 , 01-21 ,G1145,  火车  ,武汉,长沙南,8号车厢,10B号座位,1/21/2020 12:25,1/21/2020 14:02,2/4/2020 1:26,
 怀宁发布 , 01-21 ,G1718,  火车  ,武汉,合肥南站,3号车厢,15F,1/21/2020 9:12,1/21/2020 11:05,1/31/2020 22:12,
 新湖南 , 01-21 ,G9553,  火车  ,长沙南,怀化南,3号车厢,2F号座位,1/21/2020 6:50,1/21/2020 8:33,2/4/2020 1:26,
 福安市疫情防控指挥部 , 01-21 ,福安市金山南路工商银行网点ATM机,  其它公共场所  ,,,,,1/21/2020 17:10,1/21/2020 17:40,1/27/2020 20:52,
 怀宁发布 , 01-21 ,G9503,  火车  ,合肥南站,安庆,7号车厢,2D,1/21/2020 12:03,1/21/2020 13:46,1/31/2020 22:12,
 新湖南 , 01-21 ,G6141,  火车  ,怀化南,安江东,15号车厢,6D号座位,1/21/2020 18:27,1/21/2020 18:44,2/4/2020 1:26,
 安徽发布 , 01-21 ,D2248,  火车  ,汉口,合肥南,2号车厢,19F号座位,1/21/2020 15:25,1/21/2020 17:29,2/4/2020 1:26,
 安徽发布 , 01-21 ,G7724,  火车  ,合肥南,临泉,1号车厢,01A号座位,1/21/2020 18:10,1/21/2020 19:50,2/4/2020 1:26,
 临沂宣传 , 01-21 ,K1624,  火车  ,武昌,东海,5号车厢,座位：9号,1/21/2020 18:26,1/21/2020 5:11,2/4/2020 1:26,
 人民日报 , 01-21 ,G1278/G1217,  火车  ,武汉,天津,,非直达，中途换乘站点未知,1/21/2020 7:55,1/21/2020 16:21,2/4/2020 1:26,
 新浪广西 , 01-21 ,5539,  火车  ,柳州,宜州,7号车厢,46号座位,1/21/2020 19:57,1/21/2020 22:04,1/31/2020 22:12,
 呼和浩特晚报 , 01-21 ,呼和浩特89路公交车,  公交车  ,植物园站,市政府站,,16:00在植物园站候车 18:40在下车,1/21/2020 16:00,1/21/2020 18:40,1/31/2020 22:12,
 江津发布 , 01-21 ,渝A61G65,  长途客车/大巴  ,茅湾村,江津,,,1/21/2020 0:00,1/21/2020 23:59,1/31/2020 22:12,
 江津发布 , 01-21 ,渝A0G560,  长途客车/大巴  ,江津,付家三岔路,,,1/21/2020 14:00,1/21/2020 23:59,1/31/2020 22:12,
 中国甘肃网 , 01-21 ,CZ8551,  飞机  ,武汉天河机场,兰州中川机场,,,1/21/2020 11:05,1/21/2020 13:00,1/31/2020 22:12,
 昆明官渡发布 , 01-21 ,8L9894,  飞机  ,武汉,昆明,,,1/21/2020 7:10,1/21/2020 23:59,2/4/2020 1:26,
 庐江发布 , 01-21 ,皖A90312,  长途客车/大巴  ,合肥,庐江,,乘坐合肥至庐江客运班车（车牌号：皖A90312）至西门停车场,1/21/2020 10:10,1/21/2020 12:10,2/4/2020 1:26,
 镇平县新型冠状病毒感染的肺炎疫情防控工作指挥部 , 01-21 ,K1064,  火车  ,重庆,南阳,11号车厢,,1/21/2020 21:36,1/22/2020 12:28,2/5/2020 0:19,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-21 ,Z338,  火车  ,武汉武昌,桂林北,,同乘车次98人,1/21/2020 7:21,1/21/2020 16:11,1/28/2020 1:00,
 济南城市频道 , 01-21 ,G1770,  火车  ,汉口,合肥南,4号车厢,G1767/G1770,1/21/2020 10:19,1/21/2020 12:01,1/31/2020 22:12,
 庐江发布 , 01-21 ,皖A90720,  公交车  ,庐江,三河,,,1/21/2020 14:30,1/21/2020 15:55,2/4/2020 1:26,
 济南城市频道 , 01-21 ,G28,  火车  ,合肥南,济南西站,4号车厢,,1/21/2020 13:29,1/21/2020 15:56,1/31/2020 22:12,
 山西发布 , 01-21 ,晋M0668X公交16路,  长途客车/大巴  ,新绛,阳王南池,,,1/21/2020 11:51,1/21/2020 23:59,2/4/2020 1:26,
 阜南县人民政府 , 01-21 ,皖K8111D公交2路,  长途客车/大巴  ,阜南火车站,百货大楼站,,,1/21/2020 11:00,1/21/2020 11:15,2/4/2020 1:26,
 阜南县人民政府 , 01-21 ,皖K6A050公交3路,  长途客车/大巴  ,百货大楼站,供电公司站,,,1/21/2020 11:16,1/21/2020 11:22,2/4/2020 1:26,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-21 ,ZH9370,  飞机  ,武汉,南宁,,"座位5A,同乘航班116人",1/21/2020 0:00,1/21/2020 23:59,1/28/2020 1:06,
 邯郸新闻网 , 01-21 ,Z96,  火车  ,汉口,邯郸,04车厢,,1/21/2020 23:42,1/22/2020 6:24,2/5/2020 0:19,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-21 ,CZ6643,  飞机  ,武汉,北海,,"座位32K,同乘航班97人",1/21/2020 0:00,1/21/2020 23:59,1/28/2020 1:07,
 共青团娄底  , 01-21 ,G95,  火车  ,武汉,长沙南,10号车厢,008D号座,1/21/2020 13:48,1/21/2020 15:10,2/2/2020 17:48,
 人民日报、广西壮族自治区新型冠状病毒感染的肺炎防控指挥部 , 01-21 ,MF8331,  飞机  ,武汉,南宁,,"2岁患者,家长座位67C,同乘航班132人",1/21/2020 0:00,1/21/2020 23:59,1/28/2020 1:09,
 人民日报 , 01-21 ,晋M81593,  长途客车/大巴  ,运城市中心汽车站,通化镇,,,1/21/2020 12:00,1/21/2020 13:00,1/31/2020 22:12,
 闪电新闻、淄博市疾病预防控制中心 , 01-21 ,淄博138路公交车,  公交车  ,,淄博商厦,,,1/21/2020 19:00,1/21/2020 19:30,1/28/2020 2:02,
 闪电新闻、淄博市疾病预防控制中心 , 01-21 ,淄博商厦,  其它公共场所  ,,,,新闻首次发布为1月22日，后更正为1月21日,1/21/2020 19:30,1/21/2020 20:30,1/28/2020 2:03,
 丹东发布 , 01-21 ,G8105,  火车  ,沈阳,丹东,6号车厢,15C，其于行程中佩戴口罩，在沈阳站换乘未出站,1/21/2020 14:27,1/21/2020 16:03,1/31/2020 22:12,
 乐山发布、乐山市卫生健康委员会 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,7号车厢,,1/21/2020 10:36,1/21/2020 19:38,1/28/2020 13:13,
 丹东发布 , 01-21 ,G1298,  火车  ,石家庄,沈阳,7号车厢,18C，其于行程中佩戴口罩，在石家庄、沈阳换乘未出站,1/21/2020 7:10,1/21/2020 13:00,1/31/2020 22:12,
 青海政法 , 01-21 ,MU9657,  飞机  ,武汉,西宁曹家堡机场,,座次31A,1/21/2020 10:15,1/21/2020 12:50,2/3/2020 1:50,
 无线睢宁，睢宁县新型肺炎疫情防控工作指挥部办公室 , 01-21 ,G2642,  火车  ,睢宁,徐州东,6号车厢,座位：6车14C,1/21/2020 18:07,1/21/2020 18:38,2/5/2020 0:19,
 人民日报 , 01-21 ,K28,  火车  ,唐山,天津,,,1/21/2020 5:24,1/21/2020 6:55,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-21 ,MU2935,  飞机  ,常州,成都,,"6-7排,31-32排",1/21/2020 0:00,1/21/2020 23:59,1/28/2020 16:20,
 人民日报 , 01-21 ,D8726,  火车  ,昆明,大理,4号车厢,,1/21/2020 15:35,1/21/2020 17:30,2/6/2020 14:56,
 扬子晚报 , 01-21 ,南京688路,  公交车  ,南京桥荫路北站,南京柳洲东路站,,07:30:00左右车次,1/21/2020 0:00,1/21/2020 0:00,1/31/2020 22:12,
 人民日报 , 01-21 ,C2902,  火车  ,郑州,焦作,5号车厢,,1/21/2020 6:22,1/21/2020 6:56,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-21 ,T246/T247,  火车  ,武汉武昌,成都东,13号车厢,,1/21/2020 19:58,1/22/2020 11:20,1/28/2020 16:21,
 扬子晚报 , 01-21 ,南京3号线转4号线,  地铁  ,柳洲东路,徐庄苏宁总部站,,3号线到鸡鸣寺站转4号线,1/21/2020 0:00,1/21/2020 0:00,1/31/2020 22:12,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-21 ,G440,  火车  ,武汉,信阳东,11号车厢,,1/21/2020 20:35,1/21/2020 21:20,2/4/2020 1:29,
 人民日报 , 01-21 ,D627,  火车  ,武汉,重庆北,10号车厢,,1/21/2020 7:31,1/21/2020 14:05,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,4号车厢,,1/21/2020 10:36,1/21/2020 19:38,1/28/2020 16:22,
 扬子晚报 , 01-21 ,南京4号线转3号线,  地铁  ,苏宁总部地铁站,柳洲东路站,,4号线鸡鸣寺站转3号线 13:30,1/21/2020 0:00,1/21/2020 0:00,1/31/2020 22:12,
 人民日报 , 01-21 ,D753,  火车  ,重庆北,阆中,3号车厢,,1/21/2020 16:20,1/21/2020 18:24,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,6号车厢,,1/21/2020 10:36,1/21/2020 19:38,1/28/2020 16:22,
 人民日报 , 01-21 ,G2851,  火车  ,阆中,苍溪,2号车厢,,1/21/2020 18:44,1/21/2020 19:02,2/6/2020 14:56,
 红星新闻、成都市卫健委 , 01-21 ,D2259,  火车  ,武汉汉口,成都东,13号车厢,,1/21/2020 10:36,1/21/2020 19:38,1/28/2020 16:22,
 信阳市新型冠状病毒感染的肺炎疫情防控工作指挥部办公室 , 01-21 ,CZ6423,  飞机  ,武汉天河机场,哈尔滨太平机场,,,1/21/2020 19:55,1/21/2020 23:59,2/4/2020 1:29,
 扬子晚报 , 01-21 ,南京D3公交车,  公交车  ,南华宾馆站,弘阳广场,,12:00:00,1/21/2020 0:00,1/21/2020 0:00,1/31/2020 22:12,
 扬子晚报 , 01-21 ,南京D2公交车,  公交车  ,南京弘阳广场,南京大厂新华路建民路站,,20:00:00出发，中途到鼓楼站下车,1/21/2020 0:00,1/21/2020 0:00,1/31/2020 22:12,
 广西卫生健康委员会 , 01-21 ,MU2681,  飞机  ,武汉,北海,,,1/21/2020 0:00,1/21/2020 23:59,2/3/2020 14:55,
 广元市卫生健康委 , 01-21 ,南充31路公交车,  公交车  ,南充站,南充北站,,,1/21/2020 18:00,1/21/2020 18:30,2/4/2020 11:32,
 广西卫生健康委员会 , 01-21 ,3U8725,  飞机  ,武汉,南宁,,座位号：43H,1/21/2020 0:00,1/21/2020 23:59,2/3/2020 14:55,
 哈尔滨新闻综合频道 , 01-21 ,D8511,  火车  ,哈尔滨,牡丹江,3号车厢,,1/21/2020 9:25,1/21/2020 10:57,2/5/2020 0:19,
 山西发布 , 01-21 ,山西长治精卫南路西北牛肉拉面馆,  其它公共场所  ,,,,,1/21/2020 19:00,1/21/2020 20:00,1/31/2020 22:12,
 新乡日报 , 01-21 ,G402,  火车  ,武汉,新乡东,16号车厢,,1/21/2020 16:10,1/21/2020 18:54,1/31/2020 22:12,
 人民日报 , 01-21 ,9C8620,  飞机  ,泰国,兰州,,,1/21/2020 0:00,1/21/2020 23:59,2/6/2020 14:56,
 吉林市卫生健康委员会 , 01-21 ,C1007,  火车  ,长春,敦化,16号车厢,座位：06F,1/21/2020 6:54,1/21/2020 8:39,2/4/2020 19:44,
 大渝网 , 01-21 ,重庆市轨道交通1号线,  地铁  ,微电园站,两路口站,车厢尾部,患者一般乘坐于车厢尾部,1/21/2020 8:00,1/21/2020 23:59,2/7/2020 13:48,
 郑州晚报 , 01-21 ,G530,  火车  ,武汉,郑州东,13号车厢,,1/21/2020 0:00,1/21/2020 23:59,1/28/2020 16:41,
 扬州市卫生健康委员会 , 01-21 ,D3158,  火车  ,汉口站,扬州站,12号车厢,丈夫在武汉已被确诊，该患者在列车上已有发热症状，到达车站即送医隔离治疗,1/21/2020 10:29,1/21/2020 14:02,2/3/2020 1:49,
 大渝网 , 01-21 ,重庆市轨道交通1号线,  地铁  ,两路口站,微电园站,,患者一般乘坐于列车第2节车厢,1/21/2020 17:50,1/21/2020 23:59,2/7/2020 13:48,
 郑州晚报 , 01-21 ,G84,  火车  ,武汉,郑州东,5号车厢,,1/21/2020 0:00,1/21/2020 23:59,1/28/2020 16:42,
 扬州市卫生健康委员会 , 01-21 ,D3158,  火车  ,汉口站,扬州站,6号车厢,14:02-14:49在扬州火车站二楼候车大厅转车,1/21/2020 10:06,1/21/2020 14:02,2/3/2020 1:49,
 扬州市卫生健康委员会 , 01-21 ,D5443,  火车  ,扬州站,江都站,2号车厢,,1/21/2020 14:49,1/21/2020 15:06,2/3/2020 1:49,
 今晚报 , 01-21 ,Z208,  火车  ,武昌站,天津站,18号车厢,Z205/Z208，（33-36铺位）33号下铺软卧，该车厢共4人，其中两人在湖北孝感下车，一人在北京下车,1/21/2020 22:02,1/22/2020 11:00,1/31/2020 22:12,
